BB 21 Redev. plan for 4312 Washington,Primary,kennedy
BB 29 Prohib. liquor in the 18th Ward,Primary,kennedy
BB 47 FAA Grant 1280,Primary,kennedy
BB 48 First Amendment to the Aero St Louis Development Agreement,Primary,kennedy
BB 49 7th CIP Ordinance,Primary,kennedy
BB 50 City Budget Supplemental Ord.,Primary,kennedy
BB 51 6th Supplemental Noise Ordinance,Primary,kennedy
BB 52 AUA Ordinance,Primary,kennedy
BB 70 AA cargo lease agreement,Primary,kennedy
BB 71 Brenden cargo lease agrmt,Primary,kennedy
BB 72 Delta Airlines Inc. Lease,Primary,kennedy
BB 73 Air Incentive finance ord.,Primary,kennedy
BB 74 Air Service incentive ord.,Primary,kennedy
BB 75 Ord. pertaining to dog training,Co-Sponsor,kennedy
BB 78 West End Community Center lease,Primary,kennedy
BB 88 Lease with SW Airlines,Primary,kennedy
BB 89 License agreement for K-Lot Facility,Primary,kennedy
BB 91 Grant for Child & Adult Care Food Program,Co-Sponsor,kennedy
BB 120 Renaming Marcus Ave as Rev. Doctor Randal Bobo Lane,Primary,kennedy
BB 124 Paradise Concession Agreement,Primary,kennedy
BB 140 Food Waste Grant,Primary,kennedy
"BB 141 Transfer of 13,727,769 to the Airport",Primary,kennedy
BB 171 Lewis Pl. Tornado Damage Relief Project,Primary,kennedy
BB 183 FAA Grant,Primary,kennedy
BB 184 St Louis Fuel Co,Primary,kennedy
BB 185 Flight Services & Systems,Primary,kennedy
BB 223 Grant agrmt. with the Missouri Foundation for Health or any other agency (Grant # 11-0226-HAC) for the ?St. Louis Healthy Corner Store Project;?,Co-Sponsor,kennedy
BB 231 First amendment ground transportation,Primary,kennedy
BB 232 Trans states AOB lease,Primary,kennedy
BB 233 Airport building app. project,Primary,kennedy
